SampleID,sequencing_well,batch,project,field,sample_name,fk_num,sampling_method,gps_latitude,gps_longitude,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,soil_ph,available_p,available_k,available_mg,available_na,available_ca,extractable_cu,extractable_zn,extractable_mn,extractable_fe,extractable_so4,extractable_mo,extractable_co,ECEC
2_demultiplex.bc1022--bc1056.hifi_reads,G6,1,farmer_kit,5LY.02,5LY.2.230.FK,230,SFK,53.21567,-0.14249,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.9,22.6,4209,44,9.4,2323.8,3.8,5.2,92.9,226.1,338,0,0.8,16.8
2_demultiplex.bc1022--bc1057.hifi_reads,G7,1,sample,5BY.01,5BY.01.07,NA,NA,53.02619,-0.6952,5,8,2024,01/01/2024,08/05/2024,217,group_2,NA,oats,vetch,wheat_group2,NA,maize,NA,forage_rye,NA,NA,NA,Extase; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,21.6,369,134,17.5,3777.1,4.4,6,113.8,346.8,1023.9,0,1.3,29
2_demultiplex.bc1022--bc1059.hifi_reads,G8,1,sample,5BY.01,5BY.01.15,NA,NA,53.02619,-0.6952,5,8,2024,01/01/2024,08/05/2024,217,group_2,NA,oats,vetch,wheat_group2,NA,maize,NA,forage_rye,NA,NA,NA,Extase; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,21.6,369,134,17.5,3777.1,4.4,6,113.8,346.8,1023.9,0,1.3,29
2_demultiplex.bc1022--bc1060.hifi_reads,G9,1,sample,5RJ.02,5RJ.02.02,NA,NA,53.218306,-0.16975,6,8,2024,01/01/2024,08/06/2024,218,feed_wheat,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Champion; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.9,24.2,168,68,11.8,2664.1,5.3,4.8,67.2,291.3,55.1,0,0.5,18.8
2_demultiplex.bc1022--bc1062.hifi_reads,G10,1,sample,5RJ.02,5RJ.02.10,NA,NA,53.218306,-0.16975,6,8,2024,01/01/2024,08/06/2024,218,feed_wheat,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Champion; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.9,24.2,168,68,11.8,2664.1,5.3,4.8,67.2,291.3,55.1,0,0.5,18.8
2_demultiplex.bc1022--bc1065.hifi_reads,G11,1,sample,5RJ.02,5RJ.02.18,NA,NA,53.218306,-0.16975,6,8,2024,01/01/2024,08/06/2024,218,feed_wheat,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Champion; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.9,24.2,168,68,11.8,2664.1,5.3,4.8,67.2,291.3,55.1,0,0.5,18.8
2_demultiplex.bc1024--bc1033.hifi_reads,H1,1,sample,4LQ.01,4LQ.01.03,NA,NA,51.23002,1.23029,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,NA,winter_oats,NA,winter_wheat,NA,winter_wheat,NA,winter_beans,NA,NA,NA,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,Yes,NA,NA,NA,NA,Every three years,Yes,NA,NA,No,No tillage,NA,7.9,29.2,201,55,22.9,3133.1,4.7,8.3,137.6,117.6,45.4,0,0.6,21.8
2_demultiplex.bc1024--bc1035.hifi_reads,H2,1,sample,4LQ.01,4LQ.01.11,NA,NA,51.23002,1.23029,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,NA,winter_oats,NA,winter_wheat,NA,winter_wheat,NA,winter_beans,NA,NA,NA,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,Yes,NA,NA,NA,NA,Every three years,Yes,NA,NA,No,No tillage,NA,7.9,29.2,201,55,22.9,3133.1,4.7,8.3,137.6,117.6,45.4,0,0.6,21.8
2_demultiplex.bc1024--bc1044.hifi_reads,H3,1,sample,4LQ.01,4LQ.01.19,NA,NA,51.23002,1.23029,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,NA,winter_oats,NA,winter_wheat,NA,winter_wheat,NA,winter_beans,NA,NA,NA,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,Yes,NA,NA,NA,NA,Every three years,Yes,NA,NA,No,No tillage,NA,7.9,29.2,201,55,22.9,3133.1,4.7,8.3,137.6,117.6,45.4,0,0.6,21.8
2_demultiplex.bc1024--bc1045.hifi_reads,H4,1,sample,5LY.02,5LY.02.06,NA,NA,53.21567,-0.14249,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.9,22.6,4209,44,9.4,2323.8,3.8,5.2,92.9,226.1,338,0,0.8,16.8
2_demultiplex.bc1024--bc1054.hifi_reads,H5,1,sample,5LY.02,5LY.02.14,NA,NA,53.21567,-0.14249,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.9,22.6,4209,44,9.4,2323.8,3.8,5.2,92.9,226.1,338,0,0.8,16.8
2_demultiplex.bc1024--bc1056.hifi_reads,H6,1,farmer_kit,5RQ.01,5RQ.1.226.FK,226,IFK,53.21363,-0.152588,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,26.2,193,39,22.2,2370.9,4.2,6.9,35.2,100.1,34.5,0,0.1,16.7
2_demultiplex.bc1024--bc1057.hifi_reads,H7,1,sample,5BY.01,5BY.01.08,NA,NA,53.02619,-0.6952,5,8,2024,01/01/2024,08/05/2024,217,group_2,NA,oats,vetch,wheat_group2,NA,maize,NA,forage_rye,NA,NA,NA,Extase; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,21.6,369,134,17.5,3777.1,4.4,6,113.8,346.8,1023.9,0,1.3,29
2_demultiplex.bc1024--bc1059.hifi_reads,H8,1,sample,5BY.01,5BY.01.16,NA,NA,53.02619,-0.6952,5,8,2024,01/01/2024,08/05/2024,217,group_2,NA,oats,vetch,wheat_group2,NA,maize,NA,forage_rye,NA,NA,NA,Extase; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,21.6,369,134,17.5,3777.1,4.4,6,113.8,346.8,1023.9,0,1.3,29
2_demultiplex.bc1024--bc1060.hifi_reads,H9,1,sample,5RJ.02,5RJ.02.03,NA,NA,53.218306,-0.16975,6,8,2024,01/01/2024,08/06/2024,218,feed_wheat,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Champion; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.9,24.2,168,68,11.8,2664.1,5.3,4.8,67.2,291.3,55.1,0,0.5,18.8
2_demultiplex.bc1024--bc1062.hifi_reads,H10,1,sample,5RJ.02,5RJ.02.11,NA,NA,53.218306,-0.16975,6,8,2024,01/01/2024,08/06/2024,218,feed_wheat,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Champion; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.9,24.2,168,68,11.8,2664.1,5.3,4.8,67.2,291.3,55.1,0,0.5,18.8
2_demultiplex.bc1024--bc1065.hifi_reads,H11,1,sample,5RJ.02,5RJ.02.19,NA,NA,53.218306,-0.16975,6,8,2024,01/01/2024,08/06/2024,218,feed_wheat,NA,pre_pack,NA,group_2,NA,maize_forage,NA,spring_wheat,NA,NA,NA,Champion; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.9,24.2,168,68,11.8,2664.1,5.3,4.8,67.2,291.3,55.1,0,0.5,18.8
2_demultiplex.bc1005--bc1076.hifi_reads,A1,1,sample,6LP.01,6LP.01.05,NA,NA,52.284838,-2.328044,26,6,2024,01/01/2024,08/06/2024,218,wheat,NA,salad_onions,NA,winter_wheat,NA,pak_choi,NA,french_Beans,NA,NA,NA,Common wheat/bread wheat,Yes,Bleaching/discolouration,NA,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,NA,NA,Yes,NA,NA,NA,NA,When required,Yes,Yes,Yes,Yes,Reduced tillage,NA,7,48,240,64,6.9,1734.2,3.6,7.7,101.5,306.5,94.9,0,0.5,13
2_demultiplex.bc1005--bc1082.hifi_reads,A2,1,sample,6LP.01,6LP.01.13,NA,NA,52.284838,-2.328044,26,6,2024,01/01/2024,08/06/2024,218,wheat,NA,salad_onions,NA,winter_wheat,NA,pak_choi,NA,french_Beans,NA,NA,NA,Common wheat/bread wheat,Yes,Bleaching/discolouration,NA,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,NA,NA,Yes,NA,NA,NA,NA,When required,Yes,Yes,Yes,Yes,Reduced tillage,NA,7,48,240,64,6.9,1734.2,3.6,7.7,101.5,306.5,94.9,0,0.5,13
2_demultiplex.bc1005--bc1083.hifi_reads,A3,1,farmer_kit,6LP.01,6LP.1.248.FK,248,SFK,52.284838,-2.328044,26,6,2024,01/01/2024,08/06/2024,218,wheat,NA,salad_onions,NA,winter_wheat,NA,pak_choi,NA,french_Beans,NA,NA,NA,Common wheat/bread wheat,Yes,Bleaching/discolouration,NA,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,NA,NA,Yes,NA,NA,NA,NA,When required,Yes,Yes,Yes,Yes,Reduced tillage,NA,7,48,240,64,6.9,1734.2,3.6,7.7,101.5,306.5,94.9,0,0.5,13
2_demultiplex.bc1005--bc1089.hifi_reads,A4,1,sample,5RA.02,5RA.02.08,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1005--bc1096.hifi_reads,A5,1,sample,5RA.02,5RA.02.16,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1005--bc1098.hifi_reads,A6,1,sample,5NQ.01,5NQ.01.03,NA,NA,52.865968,-2.79264,27,6,2024,01/01/2024,27/06/2024,178,winter_wheat,sp_barley,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,winter_wheat,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,Yes,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,No,No tillage,NA,6.2,31.1,188,103.5,11.3,1725.7,3.4,5.4,58,364.4,68.1,0,0.4,16
2_demultiplex.bc1005--bc1101.hifi_reads,A8,1,sample,5NQ.01,5NQ.01.19,NA,NA,52.865968,-2.79264,27,6,2024,01/01/2024,27/06/2024,178,winter_wheat,sp_barley,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,winter_wheat,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,Yes,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,No,No tillage,NA,6.2,31.1,188,103.5,11.3,1725.7,3.4,5.4,58,364.4,68.1,0,0.4,16
2_demultiplex.bc1005--bc1105.hifi_reads,A9,1,sample,5LY.01,5LY.01.05,NA,NA,53.21982,-0.14094,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,vining_peas,NA,group_2,NA,maize_forage,NA,feed_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,35.2,181,54,6.8,1725.8,4.2,5.1,111.9,276.1,49.2,0,0.8,13.9
2_demultiplex.bc1005--bc1107.hifi_reads,A10,1,sample,5LY.01,5LY.01.13,NA,NA,53.21982,-0.14094,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,vining_peas,NA,group_2,NA,maize_forage,NA,feed_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,35.2,181,54,6.8,1725.8,4.2,5.1,111.9,276.1,49.2,0,0.8,13.9
2_demultiplex.bc1005--bc1110.hifi_reads,A11,1,farmer_kit,5LY.01,5LY.1.233.FK,233,SFK,53.21982,-0.14094,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,vining_peas,NA,group_2,NA,maize_forage,NA,feed_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,35.2,181,54,6.8,1725.8,4.2,5.1,111.9,276.1,49.2,0,0.8,13.9
2_demultiplex.bc1005--bc1112.hifi_reads,A12,1,sample,4EH.01,4EH.01.08,NA,NA,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_wheat,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,NA,NA,NA,NA,Yes,30 tons/hectare,NA,Yes,Yes,No,No tillage,NA,7.6,62.4,475,121,17.8,3290.9,3.7,8.2,66.4,239.5,95.4,0,0.3,24.6
2_demultiplex.bc1007--bc1076.hifi_reads,B1,1,sample,6LP.01,6LP.01.06,NA,NA,52.284838,-2.328044,26,6,2024,01/01/2024,08/06/2024,218,wheat,NA,salad_onions,NA,winter_wheat,NA,pak_choi,NA,french_Beans,NA,NA,NA,Common wheat/bread wheat,Yes,Bleaching/discolouration,NA,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,NA,NA,Yes,NA,NA,NA,NA,When required,Yes,Yes,Yes,Yes,Reduced tillage,NA,7,48,240,64,6.9,1734.2,3.6,7.7,101.5,306.5,94.9,0,0.5,13
2_demultiplex.bc1007--bc1082.hifi_reads,B2,1,sample,6LP.01,6LP.01.14,NA,NA,52.284838,-2.328044,26,6,2024,01/01/2024,08/06/2024,218,wheat,NA,salad_onions,NA,winter_wheat,NA,pak_choi,NA,french_Beans,NA,NA,NA,Common wheat/bread wheat,Yes,Bleaching/discolouration,NA,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,NA,NA,Yes,NA,NA,NA,NA,When required,Yes,Yes,Yes,Yes,Reduced tillage,NA,7,48,240,64,6.9,1734.2,3.6,7.7,101.5,306.5,94.9,0,0.5,13
2_demultiplex.bc1007--bc1083.hifi_reads,B3,1,sample,5RA.02,5RA.02.01,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1007--bc1089.hifi_reads,B4,1,sample,5RA.02,5RA.02.09,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1007--bc1096.hifi_reads,B5,1,sample,5RA.02,5RA.02.17,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1007--bc1098.hifi_reads,B6,1,sample,5NQ.01,5NQ.01.04,NA,NA,52.865968,-2.79264,27,6,2024,01/01/2024,27/06/2024,178,winter_wheat,sp_barley,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,winter_wheat,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,Yes,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,No,No tillage,NA,6.2,31.1,188,103.5,11.3,1725.7,3.4,5.4,58,364.4,68.1,0,0.4,16
2_demultiplex.bc1007--bc1101.hifi_reads,B8,1,sample,5NQ.01,5NQ.01.20,NA,NA,52.865968,-2.79264,27,6,2024,01/01/2024,27/06/2024,178,winter_wheat,sp_barley,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,winter_wheat,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,Yes,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,No,No tillage,NA,6.2,31.1,188,103.5,11.3,1725.7,3.4,5.4,58,364.4,68.1,0,0.4,16
2_demultiplex.bc1007--bc1105.hifi_reads,B9,1,sample,5LY.01,5LY.01.06,NA,NA,53.21982,-0.14094,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,vining_peas,NA,group_2,NA,maize_forage,NA,feed_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,35.2,181,54,6.8,1725.8,4.2,5.1,111.9,276.1,49.2,0,0.8,13.9
2_demultiplex.bc1007--bc1107.hifi_reads,B10,1,sample,5LY.01,5LY.01.14,NA,NA,53.21982,-0.14094,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,vining_peas,NA,group_2,NA,maize_forage,NA,feed_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,6.6,35.2,181,54,6.8,1725.8,4.2,5.1,111.9,276.1,49.2,0,0.8,13.9
2_demultiplex.bc1007--bc1110.hifi_reads,B11,1,sample,4EH.01,4EH.01.01,NA,NA,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_wheat,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,NA,NA,NA,NA,Yes,30 tons/hectare,NA,Yes,Yes,No,No tillage,NA,7.6,62.4,475,121,17.8,3290.9,3.7,8.2,66.4,239.5,95.4,0,0.3,24.6
2_demultiplex.bc1007--bc1112.hifi_reads,B12,1,sample,4EH.01,4EH.01.09,NA,NA,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,NA,spring_beans,NA,winter_wheat,NA,spring_oats,NA,spring_wheat,NA,NA,NA,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,NA,NA,NA,NA,Yes,30 tons/hectare,NA,Yes,Yes,No,No tillage,NA,7.6,62.4,475,121,17.8,3290.9,3.7,8.2,66.4,239.5,95.4,0,0.3,24.6
2_demultiplex.bc1008--bc1076.hifi_reads,C1,1,sample,6LP.01,6LP.01.07,NA,NA,52.284838,-2.328044,26,6,2024,01/01/2024,26/06/2024,177,wheat,NA,salad_onions,NA,winter_wheat,NA,pak_choi,NA,french_Beans,NA,NA,NA,Common wheat/bread wheat,Yes,Bleaching/discolouration,NA,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,NA,NA,Yes,NA,NA,NA,NA,When required,Yes,Yes,Yes,Yes,Reduced tillage,NA,7,48,240,64,6.9,1734.2,3.6,7.7,101.5,306.5,94.9,0,0.5,13
2_demultiplex.bc1008--bc1082.hifi_reads,C2,1,sample,6LP.01,6LP.01.15,NA,NA,52.284838,-2.328044,26,6,2024,01/01/2024,26/06/2024,177,wheat,NA,salad_onions,NA,winter_wheat,NA,pak_choi,NA,french_Beans,NA,NA,NA,Common wheat/bread wheat,Yes,Bleaching/discolouration,NA,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,NA,NA,Yes,NA,NA,NA,NA,When required,Yes,Yes,Yes,Yes,Reduced tillage,NA,7,48,240,64,6.9,1734.2,3.6,7.7,101.5,306.5,94.9,0,0.5,13
2_demultiplex.bc1008--bc1083.hifi_reads,C3,1,sample,5RA.02,5RA.02.02,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1008--bc1089.hifi_reads,C4,1,sample,5RA.02,5RA.02.10,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1008--bc1096.hifi_reads,C5,1,sample,5RA.02,5RA.02.18,NA,NA,50.798874,0.167721,10,7,2024,01/01/2024,07/10/2024,191,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,20.6,91,60,20.8,2709.5,3.6,7.5,96.3,118.7,86.4,0,0.3,18.7
2_demultiplex.bc1008--bc1098.hifi_reads,C6,1,sample,5NQ.01,5NQ.01.05,NA,NA,52.865968,-2.79264,27,6,2024,01/01/2024,27/06/2024,178,winter_wheat,sp_barley,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,winter_wheat,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,Yes,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,No,No tillage,NA,6.2,31.1,188,103.5,11.3,1725.7,3.4,5.4,58,364.4,68.1,0,0.4,16
2_demultiplex.bc1008--bc1100.hifi_reads,C7,1,sample,5NQ.01,5NQ.01.13,NA,NA,52.865968,-2.79264,27,6,2024,01/01/2024,27/06/2024,178,winter_wheat,sp_barley,winter_wheat,NA,spring_beans,NA,winter_wheat,NA,winter_wheat,NA,NA,NA,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,Yes,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,No,No tillage,NA,6.2,31.1,188,103.5,11.3,1725.7,3.4,5.4,58,364.4,68.1,0,0.4,16
